topic,response_type,model1,model2,jsd
color-blindness,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.421
color-blindness,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.452
color-blindness,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.335
color-blindness,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.383
color-blindness,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.45
color-blindness,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.245
color-blindness,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.439
color-blindness,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.427
color-blindness,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.341
color-blindness,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.335
color-blindness,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.386
color-blindness,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.293
color-blindness,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.486
color-blindness,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.451
color-blindness,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.394
color-blindness,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.432
color-blindness,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.328
color-blindness,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.416
color-blindness,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.396
color-blindness,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.434
color-blindness,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.392
color-blindness,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.512
color-blindness,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.413
color-blindness,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.426
color-blindness,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.43
color-blindness,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.43
color-blindness,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.365
color-blindness,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.351
color-blindness,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.449
color-blindness,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.398
color-blindness,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.496
color-blindness,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.483
color-blindness,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.503
color-blindness,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.527
color-blindness,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.428
color-blindness,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.479
color-blindness,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.536
color-blindness,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.374
color-blindness,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.568
color-blindness,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.489
color-blindness,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.484
color-blindness,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.455
color-blindness,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.547
color-blindness,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.515
color-blindness,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.465
color-blindness,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.495
color-blindness,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.494
color-blindness,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.547
color-blindness,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.382
color-blindness,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.542
color-blindness,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.494
color-blindness,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.472
color-blindness,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.479
color-blindness,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.464
color-blindness,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.471
color-blindness,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.415
color-blindness,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.495
color-blindness,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.49
common-core,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.468
common-core,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.534
common-core,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.458
common-core,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.433
common-core,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.494
common-core,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.428
common-core,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.44
common-core,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.307
common-core,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.485
common-core,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.292
common-core,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.36
common-core,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.372
common-core,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.411
common-core,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.51
common-core,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.34
common-core,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.393
common-core,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.439
common-core,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.485
common-core,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.479
common-core,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.525
common-core,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.537
common-core,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.468
common-core,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.416
common-core,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.418
common-core,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.427
common-core,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.434
common-core,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.422
common-core,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.356
common-core,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.333
common-core,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.321
common-core,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.329
common-core,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.355
common-core,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.371
common-core,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.315
common-core,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.343
common-core,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.281
common-core,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.385
common-core,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.266
common-core,base,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.377
common-core,base,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.34
common-core,base,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.357
common-core,base,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.367
common-core,base,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.193
common-core,base,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.403
common-core,base,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.373
common-core,base,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.379
common-core,base,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.371
common-core,base,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.413
common-core,base,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.384
common-core,base,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.418
common-core,base,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.43
common-core,base,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.386
common-core,base,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.416
common-core,base,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.317
common-core,base,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.348
common-core,base,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.267
common-core,care,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.383
common-core,care,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.457
common-core,care,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.437
common-core,care,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.451
common-core,care,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.38
common-core,care,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.367
common-core,care,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.425
common-core,care,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.463
common-core,care,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.415
common-core,care,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.362
common-core,care,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.381
common-core,care,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.38
common-core,care,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.35
common-core,care,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.545
common-core,care,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.499
common-core,care,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.465
common-core,care,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.434
common-core,care,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.511
common-core,care,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.35
common-core,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.435
common-core,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.43
common-core,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.478
common-core,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.391
common-core,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.453
common-core,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.491
common-core,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.331
common-core,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.367
common-core,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.367
common-core,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.412
common-core,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.42
common-core,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.474
common-core,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.381
common-core,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.4
common-core,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.511
common-core,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.414
common-core,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.324
common-core,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.514
common-core,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.341
common-core,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.433
common-core,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.406
common-core,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.419
common-core,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.558
common-core,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.361
common-core,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.37
common-core,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.439
common-core,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.436
common-core,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.511
common-core,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.566
common-core,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.57
common-core,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.551
common-core,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.461
common-core,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.487
common-core,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.448
common-core,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.47
common-core,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.358
common-core,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.435
common-core,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.382
common-core,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.413
common-core,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.47
common-core,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.436
common-core,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.418
common-core,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.339
common-core,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.493
common-core,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.213
common-core,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.481
common-core,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.359
common-core,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.397
common-core,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.367
common-core,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.44
common-core,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.478
common-core,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.338
common-core,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.4
common-core,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.376
common-core,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.403
common-core,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.529
common-core,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.503
common-core,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.518
common-core,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.547
common-core,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.403
common-core,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.428
common-core,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.444
common-core,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.353
common-core,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.372
common-core,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.452
common-core,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.407
common-core,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.508
common-core,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.498
common-core,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.497
common-core,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.466
common-core,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.41
common-core,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.424
common-core,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.411
common-core,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.389
common-core,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.432
common-core,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.402
common-core,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.306
common-core,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.418
common-core,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.559
common-core,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.401
common-core,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.404
common-core,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.425
common-core,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.427
common-core,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.5
common-core,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.491
common-core,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.364
common-core,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.473
common-core,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.41
common-core,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.44
common-core,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.445
common-core,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.419
common-core,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.395
common-core,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.356
common-core,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.455
common-core,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.425
common-core,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.426
common-core,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.393
common-core,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.453
common-core,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.549
common-core,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.466
common-core,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.324
common-core,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.462
common-core,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.423
common-core,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.431
common-core,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.47
common-core,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.431
common-core,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.462
common-core,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.384
common-core,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.419
common-core,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.459
common-core,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.386
common-core,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.392
common-core,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.514
common-core,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.564
common-core,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.528
common-core,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.427
common-core,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.514
common-core,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.436
common-core,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.438
common-core,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.368
common-core,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.416
conservative,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.39
conservative,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.403
conservative,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.339
conservative,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.342
conservative,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.391
conservative,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.48
conservative,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.473
conservative,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.336
conservative,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.39
conservative,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.323
conservative,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.398
conservative,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.429
conservative,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.455
conservative,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.413
conservative,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.35
conservative,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.449
conservative,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.474
conservative,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.461
conservative,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.342
conservative,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.394
conservative,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.512
conservative,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.471
conservative,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.395
conservative,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.458
conservative,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.465
conservative,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.447
conservative,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.378
conservative,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.381
conservative,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.382
conservative,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.487
conservative,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.479
conservative,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.404
conservative,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.345
conservative,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.436
conservative,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.392
conservative,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.448
conservative,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.38
conservative,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.372
conservative,base,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.298
conservative,base,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.406
conservative,base,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.379
conservative,base,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.522
conservative,base,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.485
conservative,base,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.499
conservative,base,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.511
conservative,base,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.475
conservative,base,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.4
conservative,base,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.418
conservative,base,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.466
conservative,base,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.443
conservative,base,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.395
conservative,base,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.516
conservative,base,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.468
conservative,base,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.393
conservative,base,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.362
conservative,base,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.394
conservative,care,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.544
conservative,care,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.474
conservative,care,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.579
conservative,care,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.576
conservative,care,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.504
conservative,care,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.507
conservative,care,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.54
conservative,care,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.455
conservative,care,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.498
conservative,care,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.457
